,compound_id,target_id,standard_type,standard_relation,standard_value,standard_units
1613466,CHEMBL255863,Q7KZI7,KD,>,10000.0,NM
1613468,CHEMBL255863,Q6ZN16,KD,>,10000.0,NM
1613469,CHEMBL255863,Q6XUX3,KD,>,10000.0,NM
1613471,CHEMBL255863,Q6PHR2,KD,>,10000.0,NM
1613473,CHEMBL255863,Q6P3R8,KD,>,10000.0,NM
1613474,CHEMBL255863,Q6DT37,KD,>,10000.0,NM
1613475,CHEMBL255863,Q5VT25,KD,>,10000.0,NM
1613478,CHEMBL255863,Q5S007,KD,>,10000.0,NM
1613479,CHEMBL255863,Q5S007,KD,>,10000.0,NM
1613480,CHEMBL255863,Q59H18,KD,=,360.0,NM
1613481,CHEMBL255863,Q56UN5,KD,>,10000.0,NM
1613482,CHEMBL255863,Q52WX2,KD,>,10000.0,NM
1613483,CHEMBL255863,Q32MK0,KD,>,10000.0,NM
1613484,CHEMBL255863,Q2M2I8,KD,>,10000.0,NM
1613485,CHEMBL255863,Q16832,KD,=,33.0,NM
1613489,CHEMBL255863,Q16832,KD,=,6.2,NM
1613493,CHEMBL255863,Q16832,KD,=,6.0,NM
1613494,CHEMBL255863,Q16832,KD,=,75.0,NM
1613499,CHEMBL255863,Q16816,KD,>,10000.0,NM
1613502,CHEMBL255863,Q16659,KD,>,10000.0,NM
1613504,CHEMBL255863,Q16620,KD,=,490.0,NM
1613507,CHEMBL255863,Q16584,KD,>,10000.0,NM
1613509,CHEMBL255863,Q16566,KD,>,10000.0,NM
1613511,CHEMBL255863,Q16539,KD,=,460.0,NM
1613515,CHEMBL255863,Q16513,KD,>,10000.0,NM
1613517,CHEMBL255863,Q16512,KD,>,10000.0,NM
1613519,CHEMBL255863,Q16288,KD,=,600.0,NM
1613521,CHEMBL255863,Q15835,KD,>,10000.0,NM
1613522,CHEMBL255863,Q15831,KD,>,10000.0,NM
1613524,CHEMBL255863,Q15759,KD,=,36.0,NM
1613527,CHEMBL255863,Q15746,KD,>,10000.0,NM
1613529,CHEMBL255863,Q15569,KD,>,10000.0,NM
1613531,CHEMBL255863,Q15418,KD,>,10000.0,NM
1613532,CHEMBL255863,Q15418,KD,>,10000.0,NM
1613533,CHEMBL255863,Q15375,KD,>,10000.0,NM
1613536,CHEMBL255863,Q15349,KD,>,10000.0,NM
1613537,CHEMBL255863,Q15349,KD,>,10000.0,NM
1613538,CHEMBL255863,Q15303,KD,>,10000.0,NM
1613540,CHEMBL255863,Q15208,KD,>,10000.0,NM
1613542,CHEMBL255863,Q15139,KD,>,10000.0,NM
1613544,CHEMBL255863,Q14680,KD,>,10000.0,NM
1613548,CHEMBL255863,Q14289,KD,>,10000.0,NM
1613550,CHEMBL255863,Q14164,KD,>,10000.0,NM
1613552,CHEMBL255863,Q14012,KD,>,10000.0,NM
1613553,CHEMBL255863,Q14004,KD,>,10000.0,NM
1613554,CHEMBL255863,Q13976,KD,>,10000.0,NM
1613557,CHEMBL255863,Q13882,KD,>,10000.0,NM
1613559,CHEMBL255863,Q13873,KD,>,10000.0,NM
1613560,CHEMBL255863,Q13705,KD,>,10000.0,NM
1613561,CHEMBL255863,Q13627,KD,>,10000.0,NM
1613563,CHEMBL255863,Q13557,KD,>,10000.0,NM
1613565,CHEMBL255863,Q13555,KD,>,10000.0,NM
1613567,CHEMBL255863,Q13554,KD,>,10000.0,NM
1613569,CHEMBL255863,Q13546,KD,>,10000.0,NM
1613570,CHEMBL255863,Q13523,KD,>,10000.0,NM
1613571,CHEMBL255863,Q13470,KD,>,10000.0,NM
1613572,CHEMBL255863,Q13464,KD,>,10000.0,NM
1613575,CHEMBL255863,Q13237,KD,>,10000.0,NM
1613576,CHEMBL255863,Q13233,KD,>,10000.0,NM
1613577,CHEMBL255863,Q13188,KD,>,10000.0,NM
1613579,CHEMBL255863,Q13177,KD,>,10000.0,NM
1613581,CHEMBL255863,Q13164,KD,>,10000.0,NM
1613582,CHEMBL255863,Q13163,KD,=,190.0,NM
1613583,CHEMBL255863,Q13153,KD,>,10000.0,NM
1613585,CHEMBL255863,Q13131,KD,>,10000.0,NM
1613586,CHEMBL255863,Q13043,KD,>,10000.0,NM
1613588,CHEMBL255863,Q12866,KD,>,10000.0,NM
1613589,CHEMBL255863,Q12852,KD,>,10000.0,NM
1613590,CHEMBL255863,Q12851,KD,>,10000.0,NM
1613595,CHEMBL255863,Q09013,KD,>,10000.0,NM
1613597,CHEMBL255863,Q08881,KD,>,10000.0,NM
1613600,CHEMBL255863,Q08345,KD,=,1.1,NM
1613607,CHEMBL255863,Q07912,KD,>,10000.0,NM
1613609,CHEMBL255863,Q07002,KD,>,10000.0,NM
1613610,CHEMBL255863,Q06418,KD,>,10000.0,NM
1613612,CHEMBL255863,Q06187,KD,>,10000.0,NM
1613615,CHEMBL255863,Q05655,KD,>,10000.0,NM
1613616,CHEMBL255863,Q05397,KD,>,10000.0,NM
1613618,CHEMBL255863,Q04912,KD,>,10000.0,NM
1613620,CHEMBL255863,Q04771,KD,>,10000.0,NM
1613622,CHEMBL255863,Q04759,KD,>,10000.0,NM
1613623,CHEMBL255863,Q02779,KD,>,10000.0,NM
1613625,CHEMBL255863,Q02763,KD,=,1000.0,NM
1613628,CHEMBL255863,Q02750,KD,>,10000.0,NM
1613630,CHEMBL255863,Q02156,KD,>,10000.0,NM
1613631,CHEMBL255863,Q00537,KD,>,10000.0,NM
1613632,CHEMBL255863,Q00536,KD,>,10000.0,NM
1613633,CHEMBL255863,Q00535,KD,>,10000.0,NM
1613638,CHEMBL255863,Q00532,KD,>,10000.0,NM
1613639,CHEMBL255863,Q00526,KD,>,10000.0,NM
1613641,CHEMBL255863,P9WI81,KD,>,10000.0,NM
1613642,CHEMBL255863,P80192,KD,>,10000.0,NM
1613644,CHEMBL255863,P78368,KD,>,10000.0,NM
1613646,CHEMBL255863,P78362,KD,>,10000.0,NM
1613648,CHEMBL255863,P78356,KD,>,10000.0,NM
1613649,CHEMBL255863,P68400,KD,>,10000.0,NM
1613651,CHEMBL255863,P62344,KD,=,790.0,NM
1613652,CHEMBL255863,P61075,KD,>,10000.0,NM
1613653,CHEMBL255863,P57078,KD,>,10000.0,NM
1613654,CHEMBL255863,P57059,KD,>,10000.0,NM
1613655,CHEMBL255863,P57058,KD,>,10000.0,NM
1613656,CHEMBL255863,P54764,KD,=,330.0,NM
1613658,CHEMBL255863,P54762,KD,=,1300.0,NM
1613661,CHEMBL255863,P54760,KD,=,730.0,NM
1613664,CHEMBL255863,P54756,KD,=,1900.0,NM
1613666,CHEMBL255863,P54753,KD,=,1000.0,NM
1613668,CHEMBL255863,P54646,KD,>,10000.0,NM
1613669,CHEMBL255863,P53779,KD,=,2000.0,NM
1613671,CHEMBL255863,P53778,KD,>,10000.0,NM
1613672,CHEMBL255863,P53671,KD,>,10000.0,NM
1613673,CHEMBL255863,P53667,KD,>,10000.0,NM
1613675,CHEMBL255863,P53355,KD,>,10000.0,NM
1613677,CHEMBL255863,P53350,KD,>,10000.0,NM
1613680,CHEMBL255863,P52564,KD,>,10000.0,NM
1613681,CHEMBL255863,P52333,KD,>,10000.0,NM
1613683,CHEMBL255863,P51957,KD,>,10000.0,NM
1613685,CHEMBL255863,P51956,KD,>,10000.0,NM
1613687,CHEMBL255863,P51955,KD,>,10000.0,NM
1613689,CHEMBL255863,P51817,KD,>,10000.0,NM
1613691,CHEMBL255863,P51813,KD,>,10000.0,NM
1613694,CHEMBL255863,P51812,KD,>,10000.0,NM
1613696,CHEMBL255863,P51617,KD,>,10000.0,NM
1613698,CHEMBL255863,P51451,KD,=,500.0,NM
1613702,CHEMBL255863,P50750,KD,>,10000.0,NM
1613705,CHEMBL255863,P50613,KD,>,10000.0,NM
1613707,CHEMBL255863,P49841,KD,>,10000.0,NM
1613709,CHEMBL255863,P49840,KD,>,10000.0,NM
1613711,CHEMBL255863,P49761,KD,>,10000.0,NM
1613713,CHEMBL255863,P49760,KD,>,10000.0,NM
1613715,CHEMBL255863,P49759,KD,=,2100.0,NM
1613717,CHEMBL255863,P49674,KD,>,10000.0,NM
1613718,CHEMBL255863,P49336,KD,>,10000.0,NM
1613719,CHEMBL255863,P49137,KD,>,10000.0,NM
1613722,CHEMBL255863,P48736,KD,>,10000.0,NM
1613723,CHEMBL255863,P48730,KD,>,10000.0,NM
1613724,CHEMBL255863,P48729,KD,>,10000.0,NM
1613725,CHEMBL255863,P46734,KD,>,10000.0,NM
1613726,CHEMBL255863,P45985,KD,>,10000.0,NM
1613727,CHEMBL255863,P45984,KD,=,5800.0,NM
1613729,CHEMBL255863,P45983,KD,=,450.0,NM
1613731,CHEMBL255863,P43405,KD,>,10000.0,NM
1613733,CHEMBL255863,P43403,KD,>,10000.0,NM
1613737,CHEMBL255863,P42685,KD,=,86.0,NM
1613741,CHEMBL255863,P42684,KD,=,26.0,NM
1613744,CHEMBL255863,P42681,KD,>,10000.0,NM
1613746,CHEMBL255863,P42680,KD,>,10000.0,NM
1613748,CHEMBL255863,P42679,KD,>,10000.0,NM
1613750,CHEMBL255863,P42345,KD,>,10000.0,NM
1613751,CHEMBL255863,P42338,KD,>,10000.0,NM
1613752,CHEMBL255863,P42336,KD,>,10000.0,NM
1613753,CHEMBL255863,P42336,KD,>,10000.0,NM
1613754,CHEMBL255863,P42336,KD,>,10000.0,NM
1613755,CHEMBL255863,P42336,KD,>,10000.0,NM
1613756,CHEMBL255863,P42336,KD,>,10000.0,NM
1613757,CHEMBL255863,P42336,KD,>,10000.0,NM
1613758,CHEMBL255863,P42336,KD,>,10000.0,NM
1613759,CHEMBL255863,P42336,KD,>,10000.0,NM
1613760,CHEMBL255863,P42336,KD,>,10000.0,NM
1613761,CHEMBL255863,P42336,KD,>,10000.0,NM
1613762,CHEMBL255863,P41743,KD,>,10000.0,NM
1613764,CHEMBL255863,P41240,KD,=,2400.0,NM
1613766,CHEMBL255863,P37173,KD,>,10000.0,NM
1613768,CHEMBL255863,P37023,KD,>,10000.0,NM
1613770,CHEMBL255863,P36897,KD,>,10000.0,NM
1613772,CHEMBL255863,P36896,KD,>,10000.0,NM
1613774,CHEMBL255863,P36894,KD,>,10000.0,NM
1613777,CHEMBL255863,P36888,KD,>,10000.0,NM
1613778,CHEMBL255863,P36888,KD,>,10000.0,NM
1613779,CHEMBL255863,P36888,KD,>,10000.0,NM
1613780,CHEMBL255863,P36888,KD,>,10000.0,NM
1613781,CHEMBL255863,P36888,KD,>,10000.0,NM
1613782,CHEMBL255863,P36888,KD,>,10000.0,NM
1613783,CHEMBL255863,P36888,KD,>,10000.0,NM
1613785,CHEMBL255863,P36888,KD,=,40000.0,NM
1613786,CHEMBL255863,P36507,KD,>,10000.0,NM
1613788,CHEMBL255863,P35968,KD,>,10000.0,NM
1613791,CHEMBL255863,P35916,KD,>,10000.0,NM
1613793,CHEMBL255863,P35590,KD,=,1000.0,NM
1613796,CHEMBL255863,P33981,KD,>,10000.0,NM
1613798,CHEMBL255863,P32298,KD,>,10000.0,NM
1613800,CHEMBL255863,P31751,KD,>,10000.0,NM
1613802,CHEMBL255863,P31749,KD,>,10000.0,NM
1613804,CHEMBL255863,P31152,KD,>,10000.0,NM
1613805,CHEMBL255863,P30530,KD,>,10000.0,NM
1613807,CHEMBL255863,P30291,KD,>,10000.0,NM
1613811,CHEMBL255863,P29597,KD,>,10000.0,NM
1613812,CHEMBL255863,P29597,KD,>,10000.0,NM
1613813,CHEMBL255863,P29376,KD,>,10000.0,NM
1613815,CHEMBL255863,P29323,KD,=,640.0,NM
1613818,CHEMBL255863,P29322,KD,=,37.0,NM
1613820,CHEMBL255863,P29320,KD,=,110.0,NM
1613822,CHEMBL255863,P29317,KD,=,230.0,NM
1613825,CHEMBL255863,P28482,KD,>,10000.0,NM
1613827,CHEMBL255863,P27448,KD,>,10000.0,NM
1613829,CHEMBL255863,P27361,KD,>,10000.0,NM
1613831,CHEMBL255863,P27037,KD,>,10000.0,NM
1613833,CHEMBL255863,P24941,KD,>,10000.0,NM
1613836,CHEMBL255863,P24723,KD,>,10000.0,NM
1613838,CHEMBL255863,P23458,KD,>,10000.0,NM
1613839,CHEMBL255863,P23458,KD,>,10000.0,NM
1613840,CHEMBL255863,P23443,KD,>,10000.0,NM
1613844,CHEMBL255863,P22694,KD,>,10000.0,NM
1613846,CHEMBL255863,P22607,KD,>,10000.0,NM
1613847,CHEMBL255863,P22607,KD,>,10000.0,NM
1613848,CHEMBL255863,P22455,KD,>,10000.0,NM
1613850,CHEMBL255863,P21860,KD,>,10000.0,NM
1613851,CHEMBL255863,P21802,KD,>,10000.0,NM
1613854,CHEMBL255863,P21709,KD,=,590.0,NM
1613856,CHEMBL255863,P21127,KD,>,10000.0,NM
1613857,CHEMBL255863,P20794,KD,>,10000.0,NM
1613858,CHEMBL255863,P19784,KD,>,10000.0,NM
1613860,CHEMBL255863,P19525,KD,>,10000.0,NM
1613862,CHEMBL255863,P17948,KD,>,10000.0,NM
1613864,CHEMBL255863,P17612,KD,>,10000.0,NM
1613866,CHEMBL255863,P16591,KD,>,10000.0,NM
1613868,CHEMBL255863,P16234,KD,=,180.0,NM
1613872,CHEMBL255863,P16234,KD,=,74.0,NM
1613876,CHEMBL255863,P15735,KD,>,10000.0,NM
1613881,CHEMBL255863,P15056,KD,=,570.0,NM
1613882,CHEMBL255863,P15056,KD,=,1700.0,NM
1613884,CHEMBL255863,P14616,KD,>,10000.0,NM
1613886,CHEMBL255863,P12931,KD,=,1900.0,NM
1613891,CHEMBL255863,P11802,KD,>,10000.0,NM
1613892,CHEMBL255863,P11802,KD,>,10000.0,NM
1613893,CHEMBL255863,P11362,KD,>,10000.0,NM
1613896,CHEMBL255863,P11309,KD,>,10000.0,NM
1613911,CHEMBL255863,P10721,KD,=,540.0,NM
1613912,CHEMBL255863,P10721,KD,=,770.0,NM
1613913,CHEMBL255863,P10721,KD,=,22.0,NM
1613914,CHEMBL255863,P10721,KD,=,150.0,NM
1613915,CHEMBL255863,P10721,KD,=,260.0,NM
1613916,CHEMBL255863,P10721,KD,=,29.0,NM
1613920,CHEMBL255863,P10721,KD,=,46.0,NM
1613921,CHEMBL255863,P10721,KD,=,46.0,NM
1613923,CHEMBL255863,P10721,KD,=,17.0,NM
1613926,CHEMBL255863,P0C264,KD,>,10000.0,NM
1613927,CHEMBL255863,P0C1S8,KD,>,10000.0,NM
1613928,CHEMBL255863,P09769,KD,=,320.0,NM
1613931,CHEMBL255863,P09619,KD,=,73.0,NM
1613936,CHEMBL255863,P09619,KD,=,16.0,NM
1613937,CHEMBL255863,P08922,KD,>,10000.0,NM
1613939,CHEMBL255863,P08631,KD,=,390.0,NM
1613942,CHEMBL255863,P08581,KD,>,10000.0,NM
1613943,CHEMBL255863,P08581,KD,>,10000.0,NM
1613944,CHEMBL255863,P08581,KD,>,10000.0,NM
1613945,CHEMBL255863,P08069,KD,>,10000.0,NM
1613947,CHEMBL255863,P07949,KD,=,1100.0,NM
1613948,CHEMBL255863,P07949,KD,=,870.0,NM
1613950,CHEMBL255863,P07949,KD,>,10000.0,NM
1613951,CHEMBL255863,P07949,KD,>,10000.0,NM
1613952,CHEMBL255863,P07948,KD,=,100.0,NM
1613957,CHEMBL255863,P07947,KD,=,1100.0,NM
1613960,CHEMBL255863,P07333,KD,=,45.0,NM
1613963,CHEMBL255863,P07332,KD,>,10000.0,NM
1613967,CHEMBL255863,P06241,KD,=,1600.0,NM
1613969,CHEMBL255863,P06239,KD,=,47.0,NM
1613974,CHEMBL255863,P06213,KD,>,10000.0,NM
1613977,CHEMBL255863,P04629,KD,>,10000.0,NM
1613979,CHEMBL255863,P04626,KD,>,10000.0,NM
1613981,CHEMBL255863,P04049,KD,=,3900.0,NM
1613986,CHEMBL255863,P00533,KD,>,10000.0,NM
1613987,CHEMBL255863,P00533,KD,>,10000.0,NM
1613988,CHEMBL255863,P00533,KD,>,10000.0,NM
1613989,CHEMBL255863,P00533,KD,>,10000.0,NM
1613990,CHEMBL255863,P00533,KD,>,10000.0,NM
1613991,CHEMBL255863,P00533,KD,>,10000.0,NM
1613992,CHEMBL255863,P00533,KD,>,10000.0,NM
1613993,CHEMBL255863,P00533,KD,>,10000.0,NM
1613994,CHEMBL255863,P00533,KD,>,10000.0,NM
1613995,CHEMBL255863,P00533,KD,>,10000.0,NM
1613996,CHEMBL255863,P00533,KD,>,10000.0,NM
1613997,CHEMBL255863,P00533,KD,>,10000.0,NM
1614001,CHEMBL255863,P00519,KD,=,36.0,NM
1614002,CHEMBL255863,P00519,KD,=,18.0,NM
1614003,CHEMBL255863,P00519,KD,=,56.0,NM
1614004,CHEMBL255863,P00519,KD,=,12.0,NM
1614005,CHEMBL255863,P00519,KD,=,14.0,NM
1614008,CHEMBL255863,P00519,KD,=,4.9,NM
1614010,CHEMBL255863,P00519,KD,=,15.0,NM
1614013,CHEMBL255863,P00519,KD,=,660.0,NM
1614014,CHEMBL255863,P00519,KD,>,10000.0,NM
1614020,CHEMBL255863,P00519,KD,=,10.0,NM
1614021,CHEMBL255863,P00519,KD,=,10.0,NM
1614022,CHEMBL255863,P00519,KD,=,13.0,NM
1614023,CHEMBL255863,P00519,KD,=,13.0,NM
1614024,CHEMBL255863,P00519,KD,=,21.0,NM
1614025,CHEMBL255863,P00519,KD,=,21.0,NM
1614027,CHEMBL255863,P00519,KD,=,3.6,NM
1614029,CHEMBL255863,O96017,KD,>,10000.0,NM
1614031,CHEMBL255863,O96013,KD,>,10000.0,NM
1614033,CHEMBL255863,O95835,KD,>,10000.0,NM
1614034,CHEMBL255863,O95819,KD,>,10000.0,NM
1614037,CHEMBL255863,O95747,KD,>,10000.0,NM
1614039,CHEMBL255863,O95382,KD,>,10000.0,NM
1614040,CHEMBL255863,O94921,KD,>,10000.0,NM
1614041,CHEMBL255863,O94806,KD,>,10000.0,NM
1614043,CHEMBL255863,O94804,KD,=,6800.0,NM
1614045,CHEMBL255863,O94768,KD,>,10000.0,NM
1614046,CHEMBL255863,O76039,KD,>,10000.0,NM
1614047,CHEMBL255863,O75914,KD,>,10000.0,NM
1614049,CHEMBL255863,O75747,KD,>,10000.0,NM
1614050,CHEMBL255863,O75716,KD,>,10000.0,NM
1614053,CHEMBL255863,O75676,KD,>,10000.0,NM
1614054,CHEMBL255863,O75676,KD,>,10000.0,NM
1614056,CHEMBL255863,O75582,KD,>,10000.0,NM
1614057,CHEMBL255863,O75582,KD,>,10000.0,NM
1614058,CHEMBL255863,O75460,KD,>,10000.0,NM
1614059,CHEMBL255863,O75385,KD,>,10000.0,NM
1614061,CHEMBL255863,O75116,KD,>,10000.0,NM
1614063,CHEMBL255863,O60674,KD,>,10000.0,NM
1614066,CHEMBL255863,O60331,KD,>,10000.0,NM
1614067,CHEMBL255863,O60285,KD,>,10000.0,NM
1614071,CHEMBL255863,O43353,KD,>,10000.0,NM
1614073,CHEMBL255863,O43318,KD,>,10000.0,NM
1614074,CHEMBL255863,O43293,KD,>,10000.0,NM
1614076,CHEMBL255863,O43283,KD,>,10000.0,NM
1614077,CHEMBL255863,O15530,KD,>,10000.0,NM
1614080,CHEMBL255863,O15264,KD,>,10000.0,NM
1614082,CHEMBL255863,O15197,KD,=,500.0,NM
1614083,CHEMBL255863,O15146,KD,>,10000.0,NM
1614085,CHEMBL255863,O15111,KD,>,10000.0,NM
1614087,CHEMBL255863,O15075,KD,>,10000.0,NM
1614088,CHEMBL255863,O14976,KD,>,10000.0,NM
1614089,CHEMBL255863,O14965,KD,>,10000.0,NM
1614090,CHEMBL255863,O14936,KD,>,10000.0,NM
1614091,CHEMBL255863,O14920,KD,>,10000.0,NM
1614093,CHEMBL255863,O14757,KD,>,10000.0,NM
1614095,CHEMBL255863,O14733,KD,>,10000.0,NM
1614096,CHEMBL255863,O14730,KD,>,10000.0,NM
1614097,CHEMBL255863,O14578,KD,>,10000.0,NM
1614098,CHEMBL255863,O00750,KD,>,10000.0,NM
1614099,CHEMBL255863,O00506,KD,>,10000.0,NM
1614101,CHEMBL255863,O00444,KD,>,10000.0,NM
1614102,CHEMBL255863,O00329,KD,>,10000.0,NM
1614103,CHEMBL255863,O00238,KD,>,10000.0,NM
1614156,CHEMBL49532,Q9Y5N1,KD,=,2.04,NM
1614162,CHEMBL49532,Q9QYN8,KD,=,4.68,NM
1615038,CHEMBL474617,P31389,KD,=,3019.95,NM
1615193,CHEMBL328135,P32300,KD,=,100.0,NM
1616209,CHEMBL110847,P30994,KD,=,64.57,NM
1616212,CHEMBL110847,P14842,KD,=,112.2,NM
1616564,CHEMBL451635,P22303,KD,=,32200.0,NM
1616565,CHEMBL451635,P22303,KD,=,54000.0,NM
1616566,CHEMBL451635,P22303,KD,=,250000.0,NM
1616570,CHEMBL451635,P22303,KD,=,14400.0,NM
1616571,CHEMBL451635,P22303,KD,=,19500.0,NM
1616572,CHEMBL451635,P22303,KD,=,20200.0,NM
1616756,CHEMBL748,P22303,KD,=,187300.0,NM
1616757,CHEMBL748,P22303,KD,=,215000.0,NM
1616758,CHEMBL748,P22303,KD,=,706000.0,NM
1616760,CHEMBL748,P22303,KD,=,215000.0,NM
1616767,CHEMBL748,P22303,KD,=,25720.0,NM
1616768,CHEMBL748,P22303,KD,=,31390.0,NM
1616769,CHEMBL748,P22303,KD,=,17770.0,NM
1616770,CHEMBL748,P22303,KD,=,28800.0,NM
1616771,CHEMBL748,P22303,KD,=,34700.0,NM
1617231,CHEMBL2371816,P98170,KD,>,1000.0,NM
1617358,CHEMBL420060,"P35348, P35368, P25100",KD,=,6.31,NM
1617359,CHEMBL420060,"P35348, P35368, P25100",KD,=,6.31,NM
1617387,CHEMBL420060,O02824,KD,=,3.98,NM
1617558,CHEMBL349415,P06239,KD,=,2000.0,NM
1618023,CHEMBL150997,P25103,KD,=,1.26,NM
1619235,CHEMBL254505,P30680,KD,=,26302.68,NM
1619236,CHEMBL254505,P28646,KD,=,0.282,NM
1619376,CHEMBL539207,P62993,KD,=,359.0,NM
1619389,CHEMBL2413570,P08238,KD,=,3.5,NM
1619390,CHEMBL160077,P06239,KD,=,16000.0,NM
1620207,CHEMBL1939412,P15056,KD,=,9400.0,NM
1620243,CHEMBL497233,Q8NG68,KD,=,3000.0,NM
1621374,CHEMBL1651661,P42227,KD,>,50000.0,NM
1621780,CHEMBL2372283,P25023,KD,=,1.62,NM
1621823,CHEMBL3701699,P09874,KD,=,30.0,NM
1622229,CHEMBL2426498,Q9Y468,KD,=,6200.0,NM
1622235,CHEMBL2426498,Q96JM7,KD,=,390.0,NM
1622428,CHEMBL110563,P03120,KD,>,10000000.0,NM
1622491,CHEMBL1822656,Q96GD4,KD,=,9.0,NM
1622492,CHEMBL1822656,O14965,KD,=,10.0,NM
1622875,CHEMBL165418,P08183,KD,=,67.61,NM
1622904,CHEMBL2443193,Q8N1Q1,KD,=,278.0,NM
1622905,CHEMBL2443193,P43166,KD,=,2220.0,NM
1622906,CHEMBL2443193,P23280,KD,=,4300.0,NM
1622907,CHEMBL2443193,P00918,KD,=,313.0,NM
1622908,CHEMBL2443193,P00915,KD,=,500.0,NM
1622909,CHEMBL2443193,O43570,KD,=,1820.0,NM
1623389,CHEMBL266729,"P48974, P30560",KD,=,5.62,NM
1623692,CHEMBL274668,"P50052, P30556",KD,=,2.0,NM
1624172,CHEMBL3597943,P22303,KD,=,145600.0,NM
1624964,CHEMBL3665706,O43613,KD,=,27.0,NM
1624965,CHEMBL3665706,O43613,KD,=,36.0,NM
1625486,CHEMBL387948,P30553,KD,=,0.741,NM
1626535,CHEMBL604568,Q9Y251,KD,=,350.0,NM
1626536,CHEMBL604568,P15692,KD,=,1.4,NM
1626537,CHEMBL604568,P09038,KD,=,83.0,NM
1626538,CHEMBL604568,P05230,KD,=,100.0,NM
1626741,CHEMBL2297877,Q9JI35,KD,=,24.55,NM
1626789,CHEMBL261406,P04278,KD,=,5.01,NM
1627823,CHEMBL1254599,P47929,KD,=,1700000.0,NM
1627824,CHEMBL1254599,P17931,KD,=,150000.0,NM
1627825,CHEMBL1254599,O00214,KD,>,5000000.0,NM
1627826,CHEMBL1254599,O00182,KD,=,1300000.0,NM
1627828,CHEMBL367079,P16110,KD,=,147000.0,NM
1628463,CHEMBL63,"Q08499, P27815, Q07343, Q08493",KD,=,10.0,NM
1628788,CHEMBL1207972,P35375,KD,=,47.86,NM
1628789,CHEMBL1207972,P35375,KD,=,47.9,NM
1629115,CHEMBL376866,P30411,KD,=,2.0,NM
1629538,CHEMBL342952,P47811,KD,=,11.0,NM
1629635,CHEMBL1934908,Q9UBN7,KD,=,10000.0,NM
1629636,CHEMBL1934908,Q9BY41,KD,=,5300.0,NM
1629637,CHEMBL1934908,Q8WUI4,KD,=,11000.0,NM
1629638,CHEMBL1934908,Q70I53,KD,=,290.0,NM
1629639,CHEMBL1934908,Q13547,KD,=,18000.0,NM
1630055,CHEMBL517539,P30536,KD,=,3.5,NM
1630056,CHEMBL517539,P16257,KD,=,3.0,NM
1631537,CHEMBL317741,P61169,KD,=,400.0,NM
1631538,CHEMBL317741,P61169,KD,=,500.0,NM
1631539,CHEMBL317741,P61169,KD,=,1100.0,NM
1631540,CHEMBL317741,P61169,KD,=,1600.0,NM
1631618,CHEMBL522387,Q16832,KD,=,178.0,NM
1631619,CHEMBL522387,Q16539,KD,=,12.0,NM
1631620,CHEMBL522387,Q16539,KD,=,12.0,NM
1631623,CHEMBL522387,Q16539,KD,=,12.0,NM
1631631,CHEMBL522387,P00523,KD,=,26000.0,NM
1631834,CHEMBL202311,Q48255,KD,=,20000.0,NM
1631836,CHEMBL202311,P15474,KD,=,230000.0,NM
1632117,CHEMBL1488035,P08238,KD,=,360.0,NM
1632118,CHEMBL1488035,P08238,KD,=,928.0,NM
1632595,CHEMBL240763,Q8VH26,KD,=,3630.78,NM
1633019,CHEMBL486246,P17931,KD,=,600000.0,NM
1633020,CHEMBL486246,P09382,KD,>,4000000.0,NM
1633021,CHEMBL486246,P05162,KD,>,4000000.0,NM
1633592,CHEMBL197370,P30553,KD,=,10.96,NM
1634761,CHEMBL500768,P53686,KD,=,3300.0,NM
1635049,CHEMBL2322559,P07445,KD,=,180000.0,NM
1635187,CHEMBL3311141,P21462,KD,>,1000.0,NM
1635477,CHEMBL445673,P28646,KD,=,1148.15,NM
1635603,CHEMBL3590499,Q12809,KD,=,105.0,NM
1635817,CHEMBL1689476,P49763,KD,>,1000.0,NM
1636095,CHEMBL3085437,P10415,KD,=,250000.0,NM
1636356,CHEMBL1651654,P42227,KD,=,2200.0,NM
1636500,CHEMBL523927,Q07817,KD,=,528000.0,NM
1636501,CHEMBL523927,Q07817,KD,=,1830000.0,NM
1636508,CHEMBL3262024,P35228,KD,=,1190.0,NM
1636511,CHEMBL3262024,P29476,KD,=,30.0,NM
1636514,CHEMBL3262024,P29473,KD,=,10600.0,NM
1637281,CHEMBL458756,P70605,KD,=,790.0,NM
1637319,CHEMBL2311934,Q99814,KD,=,4300.0,NM
1637721,CHEMBL83796,A3EZI9,KD,>,7000.0,NM
1638827,CHEMBL242341,P60568,KD,=,5470.0,NM
1639606,CHEMBL375004,P22756,KD,=,55.0,NM
1639726,CHEMBL388978,Q9Y6R4,KD,=,1200.0,NM
1639727,CHEMBL388978,Q9Y6R4,KD,=,2200.0,NM
1639728,CHEMBL388978,Q9Y6R4,KD,=,1200.0,NM
1639729,CHEMBL388978,Q9Y6M4,KD,>,10000.0,NM
1639732,CHEMBL388978,Q9Y6M4,KD,>,10000.0,NM
1639733,CHEMBL388978,Q9Y6E0,KD,=,120.0,NM
1639737,CHEMBL388978,Q9Y6E0,KD,=,120.0,NM
1639738,CHEMBL388978,Q9Y616,KD,=,13.0,NM
1639739,CHEMBL388978,Q9Y616,KD,=,13.0,NM
